trial,col_signal,sign_thresh,reset_peak,rsi_min_thresh,rsi_max_thresh,vol_thresh,adx_thresh,atr_mult,vwap_atr_mult,buy_factor,sell_factor,trailstop_pct,sess_start,avg_daily_pnl
1191,ema_21,ema_50,0,26,94,4.55816,34.60952,1.93344,-3.882,0.88611,0.00121,5.87859,08:00:00,59.0061
665,ema_21,ema_50,0,70,97,4.88406,33.48272,5.96158,-2.83312,0.82249,0.00064,19.58148,08:00:00,59.00521
1177,ema_21,ema_50,1,32,74,4.80755,36.27301,1.41256,-4.12155,0.91938,0.01861,6.17636,08:00:00,58.95631
825,ema_21,ema_50,0,66,99,4.74948,31.39278,5.25882,1.5063,0.72508,0.00036,2.1367,08:00:00,58.91309
1530,ema_21,ema_50,0,29,42,5.1211,34.90375,1.69989,-3.71098,0.8899,0.00061,7.29135,08:00:00,58.91186
662,ema_21,ema_50,0,70,97,4.73474,32.13673,5.42274,-2.98588,0.86196,0.00106,19.56291,08:00:00,58.87626
972,ema_21,ema_50,0,64,100,5.11896,31.41658,6.0757,0.39428,0.90351,0.00013,14.27122,08:00:00,58.77567
454,ema_21,ema_50,0,64,84,4.22929,30.99534,8.82226,-1.82367,0.96054,0.00101,19.63979,08:00:00,58.72372
1602,ema_21,ema_50,0,28,62,4.56416,36.67424,1.50766,-4.15008,0.92795,0.00037,10.64197,08:00:00,58.72208
343,ema_21,ema_50,0,69,82,4.48332,31.42688,8.20696,-2.87551,0.85435,0.00053,19.92458,08:00:00,58.58359
1107,ema_21,ema_50,0,3,76,4.75854,39.18326,1.2402,-3.96093,0.87563,0.00022,6.11856,08:00:00,58.4597
625,ema_21,ema_50,0,66,83,4.75715,33.13524,5.63005,-3.15159,0.40202,0.00059,18.29863,08:00:00,58.40967
831,ema_21,ema_50,0,69,99,4.8631,30.79719,6.95706,0.78609,0.65767,0.0003,3.41245,08:00:00,58.26023
1822,ema_21,ema_50,0,30,64,4.86289,39.07124,0.99853,-4.81079,0.89027,0.00018,8.11712,08:00:00,58.21902
1099,ema_21,ema_50,0,36,97,4.8974,32.0053,1.56594,-4.36934,0.83162,0.00022,5.88379,08:00:00,58.1967
1486,ema_21,ema_50,1,27,64,4.92993,35.14865,1.57679,-4.42747,0.91359,0.00023,7.13287,08:00:00,58.15948
1168,ema_21,ema_50,0,27,92,4.44945,35.99252,1.53208,-4.2392,0.89603,0.00033,6.96971,08:00:00,58.09423
741,ema_21,ema_50,0,68,95,4.68478,30.92739,6.19176,-3.75638,0.95945,9e-05,1.6457,08:00:00,57.98863
285,ema_21,ema_50,0,65,81,4.29465,31.52911,8.46986,-2.50416,0.41935,0.00108,17.6843,08:00:00,57.98213
989,ema_21,ema_50,0,63,98,4.77218,30.15466,5.45923,1.52391,0.75089,0.00025,2.82468,08:00:00,57.93476
746,ema_21,ema_50,0,70,94,4.50069,31.35828,7.41383,-0.0643,0.89083,0.00058,2.67107,08:00:00,57.93384
1717,ema_21,ema_50,0,26,66,4.69409,38.44865,1.64624,-4.71662,0.83752,0.00038,8.74628,08:00:00,57.83826
455,ema_21,ema_50,0,61,85,4.47303,31.34911,6.72574,-1.75286,0.65061,0.00042,19.04127,08:00:00,57.58527
1801,ema_21,ema_50,0,24,63,4.58451,36.29595,0.71952,-4.48362,0.87566,5e-05,10.13703,08:00:00,57.55004
137,ema_21,ema_50,1,51,86,4.28141,28.64285,5.42565,-1.04185,0.54647,0.00102,18.52288,08:00:00,57.53294
413,ema_21,ema_50,0,64,83,4.3247,30.63644,8.78683,-2.70325,0.71483,0.00027,2.75509,08:00:00,57.45579
1453,ema_21,ema_50,0,25,72,5.0643,36.82286,1.7495,-4.71922,0.87325,0.00012,6.12611,08:00:00,57.43659
1350,ema_21,ema_50,0,29,97,4.92828,34.46313,1.63174,-3.70703,0.90121,0.00044,10.54675,08:00:00,57.42232
1804,ema_21,ema_50,1,31,63,4.93686,35.52074,0.51623,-4.69363,0.87836,0.00013,8.30787,08:00:00,57.22137
273,ema_21,ema_50,0,63,82,4.31641,29.62721,8.23744,-1.74938,0.40867,0.00053,18.43552,08:00:00,57.21926
1006,ema_21,ema_50,0,69,93,4.7565,30.19575,6.29864,-0.0646,0.79898,0.00041,12.02412,08:00:00,57.1789
876,ema_21,ema_50,1,65,98,4.72979,30.8726,4.23652,-0.41425,0.81443,4e-05,4.89655,08:00:00,57.13001
484,ema_21,ema_50,0,60,80,4.46666,31.68799,7.19149,-3.90587,0.3692,0.00068,19.07079,08:00:00,57.08773
178,ema_21,ema_50,0,70,85,4.28704,29.47759,3.59173,-1.44451,0.67778,0.00017,18.65798,08:00:00,57.06945
958,ema_21,ema_50,0,63,100,4.62201,33.95196,1.61145,0.45959,0.81496,0.00063,16.17434,08:00:00,57.02165
999,ema_9,ema_21,0,69,100,4.84595,30.50912,6.25789,-4.12732,0.86125,0.00026,10.41812,08:00:00,56.9483
183,ema_21,ema_50,0,65,84,4.24134,31.02825,3.10419,-1.31563,0.63823,0.00085,19.9366,08:00:00,56.88744
777,ema_21,ema_50,0,67,99,4.5745,32.63804,4.52818,0.00609,0.89578,0.00052,19.66091,08:00:00,56.85635
339,ema_21,ema_50,0,68,82,4.43224,31.66424,8.09121,-1.92584,0.87475,0.00114,19.97008,08:00:00,56.81343
233,ema_21,ema_50,0,69,85,4.16733,31.86707,6.62949,-1.35735,0.91163,0.00095,19.54872,08:00:00,56.79991
1402,ema_21,ema_50,0,31,51,4.67637,33.08235,1.34704,-4.07886,0.83041,0.00013,5.96447,08:00:00,56.7927
396,ema_21,ema_50,0,66,81,4.95864,34.70034,8.51878,-2.85514,0.71505,0.00109,0.88822,08:00:00,56.77773
807,ema_21,ema_50,0,11,88,4.4861,30.03383,5.393,-0.70052,0.72068,0.00101,2.96096,08:00:00,56.67995
675,ema_21,ema_50,0,12,92,4.89457,33.09508,4.87785,-3.57463,0.90377,0.0,19.66489,08:00:00,56.66228
1161,ema_21,ema_50,0,29,61,4.72314,37.44804,1.52854,-4.37041,0.8935,9e-05,7.2277,08:00:00,56.62273
222,ema_21,ema_50,0,67,86,4.03864,31.13234,4.77837,-1.3398,0.50332,0.00057,19.58086,08:00:00,56.60837
1499,ema_21,ema_50,0,23,66,5.03622,38.5732,1.64386,-4.61977,0.88174,0.0006,9.00629,08:00:00,56.58897
1621,ema_21,ema_50,0,27,68,5.08791,36.56504,1.11114,-4.8116,0.95678,0.00042,10.32311,08:00:00,56.57581
1753,ema_21,ema_50,0,37,66,4.57293,38.14487,0.95231,-4.99695,0.8076,5e-05,10.16361,08:00:00,56.48182
258,ema_21,ema_50,0,65,82,4.51475,31.76106,7.50357,-1.68236,0.91202,0.00015,18.88744,08:00:00,56.47503
1772,ema_21,ema_50,0,36,64,4.3742,35.0719,0.4965,-4.65526,0.82722,0.0001,10.7744,08:00:00,56.41424
364,ema_21,ema_50,0,69,83,4.14206,30.91457,9.02613,-2.87451,0.98537,0.00021,19.99573,08:00:00,56.38364
388,ema_21,ema_50,0,70,82,4.52536,32.02257,7.26141,-3.15268,0.72924,0.00057,0.64089,08:00:00,56.37463
529,ema_21,ema_50,0,63,79,4.37904,32.00418,7.88353,-3.43508,0.43582,0.00105,18.9777,08:00:00,56.32601
1137,ema_21,ema_50,0,27,95,4.63111,34.7163,1.68491,-4.26925,0.87103,1e-05,5.69843,08:00:00,56.20665
1716,ema_21,ema_50,0,29,67,4.58948,33.94193,2.18496,-4.82164,0.81916,0.00067,8.78865,08:00:00,56.18217
1214,ema_21,ema_50,0,27,94,4.29773,39.27042,1.25409,-4.25993,0.8653,0.00029,7.29359,08:00:00,56.13195
723,ema_21,ema_50,0,17,93,4.84564,30.01378,7.70995,3.54672,0.95659,0.0001,1.01705,08:00:00,56.04919
218,ema_21,ema_50,0,64,88,3.7214,30.4408,5.05494,-1.34441,0.45141,0.00054,19.24574,08:00:00,55.86064
296,ema_21,ema_50,0,67,80,4.64662,28.87307,8.12063,-2.88286,0.4444,0.00015,18.11772,08:00:00,55.7844
1285,ema_21,ema_50,0,24,26,4.99315,35.90294,1.37744,-4.1786,0.90254,0.01855,7.90523,08:00:00,55.75779
1212,ema_21,ema_50,0,33,38,4.72765,36.63447,1.73183,-4.79371,0.88408,0.00057,6.66733,08:00:00,55.74254
797,ema_21,ema_50,0,14,93,4.85153,28.78497,5.11219,-0.09146,0.71568,0.00013,19.31033,08:00:00,55.68609
1522,ema_21,ema_50,0,29,67,4.60824,41.61385,1.27062,-3.75406,0.84617,0.00036,6.69481,08:00:00,55.60434
584,ema_21,ema_50,0,61,80,4.55793,31.23477,9.30729,-2.19855,0.34833,0.0005,19.40597,08:00:00,55.5499
355,ema_21,ema_50,0,70,84,4.32866,28.57,6.24253,-3.27562,0.46383,0.00026,19.91876,08:00:00,55.46166
563,ema_21,ema_50,1,65,80,4.51279,30.38486,8.85131,-3.74129,0.76867,0.00044,2.74993,08:00:00,55.42173
1573,ema_9,ema_21,0,26,68,4.8562,36.17514,1.31363,-4.78164,0.93349,0.00036,10.12566,08:00:00,55.22688
424,ema_21,ema_50,0,41,79,4.37112,32.92173,6.65988,-2.40747,0.94628,0.00018,1.52517,08:00:00,55.18607
699,ema_21,ema_50,0,70,98,4.79557,34.89046,1.4972,-3.03378,0.87424,1e-05,19.25898,08:00:00,55.16401
146,ema_21,ema_50,1,67,84,4.13216,29.70689,5.3474,-1.72467,0.4206,0.00109,18.65321,08:00:00,55.14657
1394,ema_21,ema_50,0,28,64,4.98627,38.27066,1.9441,-4.25711,0.93009,0.0004,6.89397,08:00:00,55.08675
411,ema_21,ema_50,0,65,83,4.59911,36.27386,5.75804,-3.54516,0.97329,0.01931,2.40499,08:00:00,55.02651
240,ema_21,ema_50,0,66,83,4.4301,31.08235,8.35261,-1.62446,0.86081,0.0001,19.47116,08:00:00,55.01723
568,ema_21,ema_50,0,69,83,4.45968,31.40686,7.63922,-3.96995,0.86044,0.00031,2.97786,08:00:00,54.97134
314,ema_21,ema_50,0,67,83,4.42564,31.12331,8.13479,-1.58523,0.40161,0.00016,18.03413,08:00:00,54.95204
1193,ema_21,ema_50,0,29,36,4.70612,35.16984,1.5785,-4.81663,0.91676,0.00041,7.91158,08:00:00,54.92849
556,ema_21,ema_50,1,66,81,4.84402,32.39008,8.67178,-3.86423,0.80849,0.00073,2.78518,08:00:00,54.9043
1304,ema_21,ema_50,1,26,93,5.08569,34.9356,1.73713,-3.53786,0.85433,0.01693,7.65008,08:00:00,54.85818
963,ema_21,ema_50,0,15,95,4.44748,31.95109,6.64532,0.37909,0.79051,0.00029,16.76983,08:00:00,54.85211
1135,ema_21,ema_50,0,27,93,4.5527,34.06598,1.53701,-3.78781,0.84072,0.00036,5.13463,08:00:00,54.79699
269,ema_21,ema_50,0,66,85,4.15199,29.79234,7.61697,-1.60353,0.60118,0.00051,18.88464,08:00:00,54.73087
288,ema_21,ema_50,0,68,82,4.26186,31.75721,7.36919,-2.53777,0.42129,0.00021,17.91236,08:00:00,54.71539
753,ema_21,ema_50,0,70,98,4.45904,30.00849,6.75814,-2.86386,0.90683,0.00028,0.23599,13:30:00,54.71486
479,ema_21,ema_50,0,68,83,4.59102,29.93249,5.6016,-2.06599,0.64906,0.00037,19.28453,08:00:00,54.65913
1781,ema_9,ema_21,1,41,69,4.8907,37.53451,0.53423,-4.71819,0.86181,0.00049,8.93033,08:00:00,54.55537
1323,ema_21,ema_50,0,32,36,5.08634,36.01119,1.64678,-3.83662,0.83938,0.01646,6.46073,08:00:00,54.53199
933,ema_21,ema_50,0,63,93,4.62881,30.97062,1.38191,-0.11685,0.86389,2e-05,4.66055,08:00:00,54.43127
564,ema_21,ema_50,0,61,80,4.80967,31.98834,7.72686,-3.28977,0.83827,0.00039,1.8101,08:00:00,54.37832
1272,ema_21,ema_50,0,23,90,5.25017,37.27727,1.52938,-3.71697,0.9525,0.00061,6.65426,08:00:00,54.32791
673,ema_9,ema_21,0,69,99,5.06099,35.11034,5.99265,-2.58634,0.83155,0.00036,19.24785,13:30:00,54.32032
1459,ema_21,ema_50,0,27,60,4.99423,37.05028,1.488,-4.71852,0.96408,0.00041,5.7703,08:00:00,54.25478
763,ema_21,ema_50,0,67,97,4.91503,30.01984,4.88469,0.40552,0.87736,0.00055,18.9537,08:00:00,54.24104
1688,ema_21,ema_50,0,22,26,4.76732,36.41746,1.23622,-4.06169,0.91869,0.01809,9.75177,08:00:00,54.12613
892,ema_21,ema_50,0,69,100,4.98832,28.83285,1.01586,-0.79749,0.85138,0.00037,3.92466,13:30:00,53.99634
1669,ema_21,ema_50,0,26,92,5.04395,35.1934,1.72028,-3.71969,0.91785,2e-05,6.1792,08:00:00,53.75866
