,Hunger,Potter,Twilight,Mockingbird,Gatsby
226,4    True,TRUE,TRUE,FALSE,FALSE
226,5   False,FALSE,TRUE,FALSE,FALSE
226,6   False,TRUE,FALSE,FALSE,FALSE
226,7   False,TRUE,TRUE,TRUE,TRUE
226,8   False,FALSE,FALSE,TRUE,TRUE
226,9    True,FALSE,FALSE,TRUE,FALSE
227,0   False,TRUE,FALSE,TRUE,FALSE
227,1   False,TRUE,FALSE,TRUE,TRUE
227,2   False,FALSE,FALSE,FALSE,TRUE
227,3    True,TRUE,TRUE,FALSE,FALSE
227,4    True,FALSE,FALSE,FALSE,FALSE
227,5    True,TRUE,FALSE,FALSE,FALSE
227,6   False,TRUE,FALSE,TRUE,TRUE
227,7   False,TRUE,FALSE,TRUE,FALSE
227,8   False,FALSE,FALSE,TRUE,TRUE
227,9    True,FALSE,FALSE,TRUE,TRUE
228,0   False,FALSE,FALSE,TRUE,TRUE
228,1   False,TRUE,FALSE,TRUE,FALSE
228,2   False,FALSE,TRUE,FALSE,FALSE
228,3   False,FALSE,FALSE,TRUE,FALSE
228,4    True,FALSE,FALSE,TRUE,FALSE
228,5   False,TRUE,TRUE,FALSE,FALSE
228,6    True,FALSE,TRUE,TRUE,FALSE
228,7   False,TRUE,FALSE,TRUE,TRUE
228,8   False,FALSE,FALSE,TRUE,FALSE
228,9   False,TRUE,TRUE,FALSE,FALSE
229,0   False,TRUE,FALSE,FALSE,TRUE
229,1    True,FALSE,FALSE,FALSE,FALSE
229,2   False,TRUE,FALSE,TRUE,TRUE
229,3    True,TRUE,TRUE,TRUE,FALSE
229,4   False,FALSE,FALSE,FALSE,TRUE
229,5   False,FALSE,FALSE,FALSE,TRUE
229,6   False,FALSE,TRUE,FALSE,FALSE
229,7    True,TRUE,TRUE,TRUE,FALSE
229,8    True,TRUE,TRUE,TRUE,FALSE
229,9   False,FALSE,FALSE,FALSE,TRUE
230,0    True,TRUE,FALSE,FALSE,FALSE
230,1   False,TRUE,FALSE,FALSE,FALSE
230,2   False,FALSE,FALSE,TRUE,TRUE
230,3   False,FALSE,TRUE,TRUE,FALSE
230,4   False,FALSE,FALSE,TRUE,TRUE
230,5   False,FALSE,TRUE,FALSE,FALSE
230,6   False,TRUE,FALSE,TRUE,FALSE
230,7    True,FALSE,FALSE,FALSE,FALSE
230,8   False,FALSE,FALSE,FALSE,TRUE
230,9   False,FALSE,TRUE,FALSE,FALSE
231,0    True,TRUE,TRUE,TRUE,TRUE
231,1    True,FALSE,TRUE,FALSE,FALSE
231,2   False,TRUE,FALSE,FALSE,FALSE
231,3   False,TRUE,FALSE,TRUE,FALSE
231,4   False,FALSE,FALSE,TRUE,TRUE
231,5   False,TRUE,FALSE,TRUE,TRUE
231,6   False,TRUE,FALSE,TRUE,TRUE
231,7    True,TRUE,FALSE,TRUE,TRUE
231,8   False,TRUE,TRUE,TRUE,TRUE
231,9   False,TRUE,TRUE,TRUE,FALSE
232,0    True,FALSE,FALSE,TRUE,TRUE
232,1   False,FALSE,FALSE,TRUE,TRUE
232,2    True,FALSE,TRUE,FALSE,FALSE
232,3   False,TRUE,FALSE,FALSE,TRUE
232,4   False,TRUE,TRUE,FALSE,FALSE
232,5    True,TRUE,TRUE,TRUE,FALSE
232,6    True,FALSE,TRUE,TRUE,FALSE
232,7    True,TRUE,FALSE,FALSE,TRUE
232,8   False,TRUE,FALSE,TRUE,FALSE
232,9   False,TRUE,FALSE,TRUE,FALSE
233,0   False,FALSE,FALSE,TRUE,FALSE
233,1   False,TRUE,TRUE,FALSE,FALSE
233,2   False,TRUE,TRUE,TRUE,FALSE
233,3    True,FALSE,TRUE,FALSE,FALSE
233,4    True,TRUE,TRUE,FALSE,FALSE
233,5   False,FALSE,FALSE,FALSE,TRUE
233,6   False,FALSE,FALSE,FALSE,TRUE
233,7    True,TRUE,FALSE,FALSE,FALSE
233,8   False,TRUE,FALSE,FALSE,FALSE
233,9   False,TRUE,FALSE,FALSE,FALSE
234,0    True,TRUE,TRUE,FALSE,TRUE
234,1   False,FALSE,FALSE,FALSE,TRUE
234,2    True,FALSE,FALSE,FALSE,FALSE
234,3    True,TRUE,FALSE,FALSE,FALSE
234,4   False,TRUE,TRUE,FALSE,FALSE
234,5   False,FALSE,FALSE,FALSE,TRUE
234,6   False,TRUE,TRUE,TRUE,TRUE
234,7    True,TRUE,FALSE,FALSE,TRUE
234,8   False,TRUE,FALSE,FALSE,TRUE
234,9   False,TRUE,TRUE,FALSE,FALSE
235,0   False,TRUE,FALSE,TRUE,TRUE
235,1   False,FALSE,FALSE,TRUE,FALSE
235,2   False,FALSE,FALSE,TRUE,FALSE
235,3   False,FALSE,TRUE,FALSE,FALSE
235,4    True,FALSE,FALSE,FALSE,FALSE
235,5   False,FALSE,FALSE,TRUE,TRUE
235,6    True,FALSE,TRUE,FALSE,FALSE
235,7   False,FALSE,FALSE,FALSE,TRUE
235,8    True,TRUE,FALSE,TRUE,FALSE
235,9   False,FALSE,FALSE,TRUE,FALSE
236,0   False,TRUE,FALSE,TRUE,TRUE
236,1   False,FALSE,TRUE,FALSE,FALSE
236,2   False,FALSE,FALSE,TRUE,TRUE
236,3    True,FALSE,TRUE,FALSE,FALSE
236,4   False,FALSE,TRUE,FALSE,TRUE
236,5    True,TRUE,FALSE,FALSE,TRUE
236,6   False,TRUE,FALSE,FALSE,TRUE
236,7   False,TRUE,TRUE,FALSE,FALSE
236,8   False,FALSE,TRUE,TRUE,TRUE
236,9   False,TRUE,FALSE,TRUE,FALSE
237,0    True,FALSE,FALSE,FALSE,FALSE
237,1    True,FALSE,FALSE,FALSE,TRUE
237,2    True,TRUE,TRUE,FALSE,FALSE
237,3   False,TRUE,TRUE,TRUE,FALSE
237,4    True,FALSE,FALSE,FALSE,FALSE
237,5   False,TRUE,FALSE,TRUE,TRUE
237,6   False,FALSE,FALSE,TRUE,TRUE
237,7   False,TRUE,FALSE,FALSE,TRUE
237,8    True,FALSE,FALSE,FALSE,TRUE
237,9   False,TRUE,FALSE,TRUE,TRUE
238,0   False,FALSE,FALSE,TRUE,TRUE
238,1    True,FALSE,FALSE,FALSE,FALSE
238,2   False,FALSE,TRUE,TRUE,TRUE
238,3   False,FALSE,FALSE,TRUE,TRUE
238,4   False,FALSE,FALSE,TRUE,TRUE
238,5   False,TRUE,TRUE,FALSE,FALSE
238,6   False,FALSE,FALSE,FALSE,TRUE
238,7   False,FALSE,TRUE,FALSE,FALSE
238,8    True,FALSE,FALSE,TRUE,FALSE
238,9    True,FALSE,FALSE,FALSE,FALSE
239,0   False,FALSE,FALSE,TRUE,TRUE
239,1   False,TRUE,FALSE,FALSE,FALSE
239,2    True,FALSE,FALSE,TRUE,FALSE
239,3    True,TRUE,TRUE,FALSE,TRUE
239,4   False,FALSE,TRUE,FALSE,FALSE
239,5   False,TRUE,FALSE,TRUE,FALSE
239,6    True,FALSE,FALSE,FALSE,FALSE
239,7   False,TRUE,FALSE,FALSE,FALSE
239,8    True,TRUE,FALSE,TRUE,FALSE
239,9   False,FALSE,FALSE,TRUE,TRUE
240,0   False,TRUE,FALSE,TRUE,FALSE
240,1   False,TRUE,TRUE,TRUE,FALSE
240,2   False,TRUE,FALSE,FALSE,FALSE
240,3   False,FALSE,TRUE,TRUE,FALSE
240,4    True,FALSE,TRUE,TRUE,TRUE
240,5   False,FALSE,FALSE,TRUE,FALSE
240,6   False,TRUE,FALSE,TRUE,FALSE
240,7   False,TRUE,FALSE,TRUE,FALSE
240,8   False,FALSE,FALSE,TRUE,FALSE
240,9    True,TRUE,FALSE,FALSE,FALSE
241,0   False,FALSE,FALSE,FALSE,TRUE
241,1   False,FALSE,FALSE,TRUE,FALSE
241,2    True,TRUE,FALSE,TRUE,FALSE
241,3   False,FALSE,FALSE,FALSE,TRUE
241,4    True,TRUE,TRUE,TRUE,FALSE
241,5   False,FALSE,TRUE,TRUE,TRUE
241,6   False,TRUE,FALSE,TRUE,TRUE
241,7   False,FALSE,FALSE,TRUE,TRUE
241,8   False,FALSE,FALSE,FALSE,TRUE
241,9   False,FALSE,TRUE,TRUE,FALSE
242,0    True,FALSE,TRUE,FALSE,FALSE
242,1   False,FALSE,TRUE,FALSE,FALSE
242,2    True,FALSE,FALSE,FALSE,FALSE
242,3    True,TRUE,TRUE,TRUE,TRUE
242,4   False,TRUE,TRUE,TRUE,FALSE
242,5   False,FALSE,FALSE,TRUE,FALSE
242,6    True,TRUE,FALSE,FALSE,FALSE
242,7    True,FALSE,FALSE,TRUE,TRUE
242,8    True,FALSE,TRUE,FALSE,FALSE
242,9   False,FALSE,TRUE,FALSE,FALSE
243,0   False,TRUE,TRUE,FALSE,FALSE
243,1   False,TRUE,FALSE,FALSE,FALSE
243,2   False,FALSE,FALSE,FALSE,TRUE
243,3    True,FALSE,FALSE,FALSE,FALSE
243,4   False,TRUE,FALSE,TRUE,FALSE
243,5   False,FALSE,FALSE,TRUE,FALSE
243,6    True,FALSE,FALSE,TRUE,FALSE
243,7   False,FALSE,FALSE,TRUE,FALSE
243,8   False,FALSE,TRUE,TRUE,FALSE
243,9   False,TRUE,FALSE,TRUE,TRUE
244,0   False,FALSE,FALSE,TRUE,FALSE
244,1   False,FALSE,FALSE,TRUE,TRUE
244,2    True,TRUE,FALSE,FALSE,FALSE
244,3   False,FALSE,FALSE,TRUE,FALSE
244,4   False,TRUE,TRUE,TRUE,FALSE
244,5   False,FALSE,FALSE,FALSE,TRUE
244,6   False,TRUE,TRUE,FALSE,FALSE
244,7   False,FALSE,TRUE,FALSE,FALSE
244,8    True,FALSE,FALSE,TRUE,FALSE
244,9   False,FALSE,FALSE,FALSE,TRUE
245,0    True,TRUE,FALSE,TRUE,TRUE
245,1    True,FALSE,FALSE,FALSE,FALSE
245,2    True,FALSE,FALSE,FALSE,FALSE
245,3   False,TRUE,TRUE,FALSE,FALSE
245,4   False,TRUE,FALSE,FALSE,FALSE
245,5   False,TRUE,TRUE,FALSE,FALSE
245,6   False,TRUE,FALSE,FALSE,FALSE
245,7   False,TRUE,FALSE,FALSE,FALSE
245,8   False,TRUE,TRUE,TRUE,FALSE
245,9   False,TRUE,FALSE,TRUE,FALSE
246,0    True,FALSE,FALSE,FALSE,FALSE
246,1    True,FALSE,FALSE,FALSE,FALSE
246,2   False,FALSE,TRUE,FALSE,FALSE
246,3   False,TRUE,FALSE,TRUE,FALSE
246,4   False,TRUE,FALSE,FALSE,FALSE
246,5   False,TRUE,FALSE,FALSE,FALSE
246,6   False,TRUE,FALSE,FALSE,TRUE
246,7    True,TRUE,FALSE,FALSE,FALSE
246,8   False,TRUE,FALSE,FALSE,FALSE
246,9   False,TRUE,FALSE,TRUE,TRUE
247,0   False,FALSE,FALSE,TRUE,FALSE
247,1   False,TRUE,FALSE,TRUE,TRUE
247,2   False,TRUE,TRUE,TRUE,FALSE
247,3   False,FALSE,TRUE,FALSE,FALSE
247,4    True,FALSE,FALSE,TRUE,FALSE
247,5   False,TRUE,FALSE,TRUE,TRUE
247,6   False,TRUE,FALSE,FALSE,FALSE
247,7   False,TRUE,TRUE,TRUE,FALSE
247,8   False,FALSE,FALSE,TRUE,FALSE
247,9    True,FALSE,FALSE,FALSE,TRUE
248,0    True,FALSE,FALSE,TRUE,FALSE
248,1    True,FALSE,FALSE,TRUE,FALSE
248,2   False,FALSE,FALSE,TRUE,TRUE
248,3   False,FALSE,TRUE,FALSE,FALSE
248,4   False,TRUE,FALSE,TRUE,TRUE
248,5   False,TRUE,FALSE,TRUE,TRUE
248,6   False,FALSE,FALSE,TRUE,TRUE
248,7   False,TRUE,TRUE,TRUE,FALSE
248,8   False,TRUE,FALSE,FALSE,FALSE
248,9    True,FALSE,FALSE,FALSE,FALSE
249,0    True,TRUE,TRUE,FALSE,TRUE
249,1   False,TRUE,FALSE,TRUE,FALSE
249,2    True,FALSE,FALSE,TRUE,TRUE
249,3   False,FALSE,TRUE,TRUE,FALSE
249,4   False,FALSE,FALSE,TRUE,FALSE
249,5   False,TRUE,FALSE,TRUE,FALSE
249,6   False,TRUE,FALSE,FALSE,TRUE
249,7   False,TRUE,FALSE,FALSE,FALSE
249,8    True,FALSE,TRUE,FALSE,FALSE
249,9    True,TRUE,FALSE,FALSE,FALSE
250,0   False,FALSE,FALSE,TRUE,FALSE
250,1    True,FALSE,FALSE,FALSE,FALSE
250,2    True,FALSE,TRUE,FALSE,FALSE
250,3   False,FALSE,FALSE,TRUE,TRUE
250,4   False,TRUE,FALSE,FALSE,FALSE
250,5   False,FALSE,FALSE,TRUE,FALSE
250,6   False,TRUE,TRUE,TRUE,FALSE
250,7    True,FALSE,FALSE,TRUE,FALSE
250,8   False,FALSE,TRUE,FALSE,FALSE
250,9    True,TRUE,TRUE,TRUE,FALSE
251,0   False,FALSE,FALSE,FALSE,TRUE
251,1    True,TRUE,FALSE,FALSE,FALSE
251,2   False,TRUE,FALSE,TRUE,TRUE
251,3   False,TRUE,FALSE,FALSE,FALSE
251,4   False,FALSE,FALSE,FALSE,TRUE
251,5   False,TRUE,FALSE,FALSE,FALSE
251,6   False,FALSE,FALSE,TRUE,FALSE
251,7   False,TRUE,FALSE,TRUE,TRUE
251,8    True,FALSE,TRUE,FALSE,FALSE
251,9    True,TRUE,TRUE,TRUE,FALSE
252,0    True,TRUE,FALSE,TRUE,FALSE
252,1   False,TRUE,FALSE,TRUE,TRUE
252,2    True,FALSE,FALSE,FALSE,FALSE
252,3   False,TRUE,FALSE,FALSE,TRUE
252,4   False,FALSE,TRUE,FALSE,FALSE
252,5    True,FALSE,FALSE,FALSE,FALSE
252,6    True,TRUE,FALSE,TRUE,FALSE
252,7    True,FALSE,FALSE,TRUE,FALSE
252,8   False,FALSE,FALSE,TRUE,TRUE
252,9   False,FALSE,FALSE,FALSE,TRUE
253,0   False,TRUE,FALSE,TRUE,FALSE
253,1   False,FALSE,TRUE,FALSE,FALSE
253,2    True,TRUE,FALSE,TRUE,FALSE
253,3    True,FALSE,FALSE,FALSE,FALSE
253,4    True,TRUE,FALSE,FALSE,FALSE
253,5    True,FALSE,FALSE,TRUE,FALSE
253,6   False,FALSE,FALSE,TRUE,FALSE
253,7   False,FALSE,TRUE,TRUE,TRUE
253,8   False,FALSE,FALSE,TRUE,FALSE
253,9   False,FALSE,TRUE,FALSE,TRUE
254,0    True,TRUE,TRUE,TRUE,TRUE
254,1   False,FALSE,TRUE,TRUE,FALSE
254,2   False,TRUE,TRUE,TRUE,FALSE
254,3   False,FALSE,TRUE,FALSE,FALSE
254,4   False,TRUE,FALSE,TRUE,TRUE
254,5   False,TRUE,TRUE,TRUE,FALSE
254,6    True,FALSE,FALSE,FALSE,FALSE
254,7   False,FALSE,TRUE,FALSE,FALSE
254,8    True,FALSE,FALSE,TRUE,FALSE
254,9    True,FALSE,TRUE,TRUE,TRUE
255,0    True,TRUE,FALSE,TRUE,FALSE
255,1    True,TRUE,FALSE,TRUE,FALSE
255,2    True,FALSE,TRUE,FALSE,FALSE
255,3   False,FALSE,FALSE,FALSE,TRUE
255,4   False,FALSE,FALSE,TRUE,TRUE
255,5    True,FALSE,FALSE,FALSE,FALSE
255,6   False,FALSE,TRUE,TRUE,FALSE
255,7   False,FALSE,FALSE,TRUE,FALSE
255,8   False,TRUE,TRUE,TRUE,TRUE
255,9   False,TRUE,FALSE,TRUE,FALSE
256,0   False,TRUE,FALSE,TRUE,FALSE
256,1   False,TRUE,FALSE,TRUE,TRUE
256,2   False,FALSE,FALSE,TRUE,FALSE
256,3   False,TRUE,FALSE,TRUE,TRUE
256,4   False,FALSE,TRUE,TRUE,FALSE
256,5   False,FALSE,FALSE,TRUE,TRUE
256,6    True,FALSE,TRUE,FALSE,TRUE
256,7    True,FALSE,FALSE,FALSE,FALSE
256,8   False,TRUE,FALSE,TRUE,TRUE
256,9    True,FALSE,FALSE,FALSE,FALSE
257,0    True,FALSE,FALSE,TRUE,TRUE
257,1    True,TRUE,TRUE,FALSE,TRUE
257,2   False,TRUE,FALSE,TRUE,TRUE
257,3   False,TRUE,FALSE,TRUE,TRUE
257,4   False,FALSE,TRUE,FALSE,FALSE
257,5    True,TRUE,TRUE,FALSE,FALSE
257,6   False,TRUE,TRUE,FALSE,FALSE
257,7   False,TRUE,FALSE,FALSE,TRUE
257,8    True,TRUE,FALSE,TRUE,FALSE
257,9   False,FALSE,FALSE,TRUE,TRUE
258,0    True,TRUE,TRUE,TRUE,FALSE
258,1   False,FALSE,FALSE,FALSE,TRUE
258,2   False,TRUE,TRUE,FALSE,FALSE
258,3   False,FALSE,FALSE,TRUE,TRUE
258,4   False,FALSE,FALSE,TRUE,FALSE
258,5   False,TRUE,TRUE,TRUE,TRUE
258,6    True,TRUE,TRUE,FALSE,TRUE
258,7   False,TRUE,FALSE,FALSE,TRUE
258,8   False,TRUE,FALSE,FALSE,FALSE
258,9   False,TRUE,FALSE,TRUE,FALSE
259,0    True,FALSE,TRUE,TRUE,TRUE
259,1   False,FALSE,FALSE,TRUE,FALSE
259,2    True,TRUE,TRUE,TRUE,TRUE
259,3    True,FALSE,FALSE,TRUE,TRUE
259,4   False,FALSE,FALSE,FALSE,TRUE
259,5   False,FALSE,TRUE,TRUE,FALSE
259,6    True,FALSE,FALSE,FALSE,TRUE
259,7   False,TRUE,TRUE,TRUE,FALSE
259,8    True,TRUE,FALSE,FALSE,FALSE
259,9   False,TRUE,TRUE,TRUE,TRUE
260,0   False,TRUE,TRUE,FALSE,FALSE
260,1   False,FALSE,TRUE,FALSE,FALSE
260,2    True,FALSE,TRUE,TRUE,FALSE
260,3    True,TRUE,FALSE,FALSE,FALSE
260,4    True,FALSE,FALSE,FALSE,FALSE
260,5   False,TRUE,FALSE,TRUE,FALSE
260,6   False,TRUE,FALSE,TRUE,TRUE
260,7    True,FALSE,FALSE,TRUE,FALSE
260,8   False,TRUE,FALSE,FALSE,TRUE
260,9    True,FALSE,TRUE,TRUE,FALSE
261,0    True,FALSE,FALSE,FALSE,FALSE
261,1   False,FALSE,FALSE,FALSE,TRUE
261,2    True,TRUE,FALSE,FALSE,TRUE
261,3    True,FALSE,FALSE,TRUE,FALSE
261,4   False,FALSE,TRUE,TRUE,FALSE
261,5   False,TRUE,FALSE,TRUE,FALSE
261,6   False,TRUE,TRUE,TRUE,FALSE
261,7    True,FALSE,FALSE,FALSE,FALSE
261,8   False,FALSE,FALSE,TRUE,TRUE
261,9   False,TRUE,TRUE,TRUE,FALSE
262,0   False,TRUE,FALSE,FALSE,FALSE
262,1    True,TRUE,FALSE,FALSE,FALSE
262,2    True,TRUE,TRUE,TRUE,FALSE
262,3    True,TRUE,FALSE,FALSE,FALSE
262,4   False,TRUE,FALSE,TRUE,TRUE
262,5   False,FALSE,FALSE,TRUE,TRUE
262,6   False,FALSE,FALSE,TRUE,FALSE
262,7    True,TRUE,FALSE,TRUE,TRUE
262,8   False,TRUE,FALSE,TRUE,FALSE
262,9   False,TRUE,FALSE,FALSE,FALSE
263,0   False,TRUE,FALSE,TRUE,FALSE
263,1    True,FALSE,FALSE,FALSE,TRUE
263,2    True,FALSE,FALSE,TRUE,FALSE
263,3   False,TRUE,FALSE,FALSE,FALSE
263,4   False,TRUE,TRUE,FALSE,FALSE
263,5    True,FALSE,FALSE,TRUE,FALSE
263,6   False,FALSE,TRUE,FALSE,TRUE
263,7   False,FALSE,FALSE,TRUE,FALSE
263,8    True,FALSE,TRUE,FALSE,FALSE
263,9   False,TRUE,FALSE,TRUE,TRUE
264,0    True,TRUE,FALSE,FALSE,FALSE
264,1   False,TRUE,TRUE,FALSE,FALSE
264,2   False,FALSE,FALSE,TRUE,FALSE
264,3   False,FALSE,TRUE,TRUE,TRUE
264,4   False,TRUE,FALSE,TRUE,FALSE
264,5   False,FALSE,TRUE,FALSE,FALSE
264,6   False,TRUE,FALSE,TRUE,TRUE
264,7   False,TRUE,FALSE,TRUE,TRUE
264,8   False,TRUE,FALSE,TRUE,FALSE
264,9    True,TRUE,FALSE,FALSE,TRUE
265,0    True,TRUE,TRUE,FALSE,TRUE
265,1   False,FALSE,FALSE,TRUE,FALSE
265,2   False,TRUE,TRUE,FALSE,FALSE
265,3   False,TRUE,FALSE,FALSE,TRUE
265,4    True,TRUE,FALSE,TRUE,TRUE
265,5   False,TRUE,FALSE,TRUE,FALSE
265,6   False,TRUE,FALSE,TRUE,TRUE
265,7   False,FALSE,FALSE,TRUE,FALSE
265,8   False,FALSE,FALSE,TRUE,TRUE
265,9   False,TRUE,FALSE,TRUE,TRUE
266,0   False,TRUE,FALSE,TRUE,FALSE
266,1   False,TRUE,FALSE,TRUE,TRUE
266,2   False,TRUE,TRUE,FALSE,FALSE
266,3    True,TRUE,FALSE,FALSE,FALSE
266,4   False,FALSE,FALSE,TRUE,FALSE
266,5   False,FALSE,FALSE,TRUE,TRUE
266,6    True,TRUE,FALSE,TRUE,TRUE
266,7   False,TRUE,FALSE,TRUE,FALSE
266,8   False,TRUE,FALSE,FALSE,FALSE
266,9    True,FALSE,FALSE,FALSE,FALSE
267,0   False,FALSE,TRUE,TRUE,FALSE
267,1    True,FALSE,FALSE,FALSE,FALSE
267,2    True,FALSE,TRUE,TRUE,TRUE
267,3   False,TRUE,TRUE,TRUE,FALSE
267,4    True,TRUE,TRUE,TRUE,TRUE
267,5   False,FALSE,FALSE,FALSE,TRUE
267,6    True,TRUE,TRUE,TRUE,FALSE
267,7   False,TRUE,FALSE,FALSE,TRUE
267,8   False,TRUE,FALSE,TRUE,FALSE
267,9   False,FALSE,FALSE,TRUE,TRUE
268,0   False,TRUE,FALSE,TRUE,TRUE
268,1   False,TRUE,FALSE,TRUE,FALSE
268,2   False,FALSE,FALSE,TRUE,TRUE
268,3   False,FALSE,FALSE,TRUE,FALSE
268,4   False,TRUE,FALSE,TRUE,FALSE
268,5   False,FALSE,TRUE,FALSE,TRUE
268,6   False,FALSE,TRUE,TRUE,TRUE
268,7   False,FALSE,FALSE,TRUE,FALSE
268,8   False,TRUE,FALSE,FALSE,FALSE
268,9   False,TRUE,TRUE,FALSE,FALSE
269,0    True,TRUE,FALSE,FALSE,FALSE
269,1   False,FALSE,FALSE,TRUE,TRUE
269,2    True,TRUE,TRUE,TRUE,TRUE
269,3   False,FALSE,FALSE,TRUE,TRUE
269,4   False,TRUE,TRUE,TRUE,FALSE
269,5   False,TRUE,FALSE,TRUE,FALSE
269,6   False,TRUE,TRUE,FALSE,TRUE
269,7    True,TRUE,FALSE,FALSE,FALSE
269,8   False,TRUE,FALSE,TRUE,TRUE
269,9   False,TRUE,FALSE,FALSE,FALSE
270,0   False,TRUE,TRUE,FALSE,FALSE
270,1   False,TRUE,TRUE,FALSE,FALSE
270,2   False,FALSE,FALSE,FALSE,TRUE
270,3   False,FALSE,FALSE,TRUE,TRUE
270,4   False,FALSE,FALSE,FALSE,TRUE
270,5    True,FALSE,FALSE,FALSE,TRUE
270,6    True,FALSE,FALSE,FALSE,FALSE
270,7   False,FALSE,FALSE,TRUE,FALSE
270,8   False,FALSE,FALSE,TRUE,FALSE
270,9   False,FALSE,TRUE,TRUE,FALSE
271,0    True,FALSE,FALSE,TRUE,FALSE
271,1   False,TRUE,FALSE,TRUE,TRUE
271,2   False,TRUE,FALSE,TRUE,FALSE
271,3   False,TRUE,FALSE,FALSE,TRUE
271,4   False,FALSE,FALSE,TRUE,TRUE
271,5    True,TRUE,FALSE,TRUE,TRUE
271,6   False,TRUE,TRUE,FALSE,TRUE
271,7   False,FALSE,FALSE,TRUE,FALSE
271,8    True,FALSE,TRUE,TRUE,FALSE
271,9   False,FALSE,FALSE,FALSE,TRUE
272,0    True,FALSE,TRUE,FALSE,FALSE
272,1   False,FALSE,FALSE,TRUE,TRUE
272,2    True,FALSE,FALSE,FALSE,FALSE
272,3    True,TRUE,TRUE,FALSE,TRUE
272,4   False,TRUE,TRUE,FALSE,FALSE
272,5   False,FALSE,FALSE,TRUE,FALSE
272,6    True,TRUE,FALSE,TRUE,FALSE
272,7   False,FALSE,FALSE,TRUE,FALSE
272,8   False,FALSE,TRUE,FALSE,FALSE
272,9   False,FALSE,FALSE,TRUE,TRUE
273,0    True,FALSE,FALSE,TRUE,FALSE
273,1   False,FALSE,TRUE,TRUE,FALSE
273,2   False,TRUE,TRUE,TRUE,TRUE
273,3   False,TRUE,TRUE,FALSE,FALSE
273,4   False,TRUE,FALSE,TRUE,TRUE
273,5   False,FALSE,FALSE,TRUE,FALSE
273,6    True,TRUE,FALSE,TRUE,FALSE
273,7   False,TRUE,FALSE,FALSE,FALSE
273,8   False,FALSE,TRUE,FALSE,FALSE
273,9    True,FALSE,FALSE,TRUE,FALSE
274,0    True,TRUE,FALSE,FALSE,FALSE
274,1   False,TRUE,FALSE,TRUE,FALSE
274,2   False,FALSE,FALSE,FALSE,TRUE
274,3   False,TRUE,TRUE,TRUE,TRUE
274,4    True,FALSE,FALSE,TRUE,FALSE
274,5   False,TRUE,FALSE,TRUE,FALSE
274,6   False,FALSE,FALSE,TRUE,TRUE
274,7    True,TRUE,TRUE,FALSE,TRUE
274,8   False,FALSE,FALSE,TRUE,TRUE
274,9    True,FALSE,FALSE,TRUE,FALSE
275,0   False,TRUE,FALSE,TRUE,FALSE
275,1   False,TRUE,TRUE,FALSE,FALSE
275,2    True,TRUE,FALSE,FALSE,TRUE
275,3   False,TRUE,FALSE,FALSE,FALSE
275,4   False,TRUE,TRUE,FALSE,FALSE
275,5   False,FALSE,FALSE,FALSE,TRUE
275,6    True,TRUE,FALSE,FALSE,FALSE
275,7    True,FALSE,FALSE,FALSE,FALSE
275,8   False,FALSE,FALSE,FALSE,TRUE
275,9   False,TRUE,FALSE,TRUE,TRUE
276,0   False,TRUE,TRUE,FALSE,FALSE
276,1   False,FALSE,TRUE,FALSE,FALSE
276,2   False,TRUE,FALSE,FALSE,FALSE
276,3   False,FALSE,FALSE,FALSE,TRUE
276,4    True,TRUE,FALSE,TRUE,TRUE
276,5   False,FALSE,FALSE,TRUE,TRUE
276,6   False,TRUE,FALSE,TRUE,FALSE
276,7   False,FALSE,FALSE,FALSE,TRUE
276,8   False,TRUE,FALSE,FALSE,FALSE
276,9   False,TRUE,FALSE,TRUE,TRUE
277,0    True,FALSE,FALSE,FALSE,FALSE
277,1    True,FALSE,TRUE,FALSE,FALSE
277,2   False,TRUE,FALSE,FALSE,TRUE
277,3   False,FALSE,FALSE,TRUE,TRUE
277,4   False,FALSE,FALSE,TRUE,FALSE
277,5   False,FALSE,FALSE,FALSE,TRUE
277,6    True,FALSE,FALSE,FALSE,FALSE
277,7   False,TRUE,FALSE,TRUE,TRUE
277,8   False,TRUE,FALSE,FALSE,FALSE
277,9   False,TRUE,FALSE,FALSE,FALSE
278,0   False,TRUE,FALSE,FALSE,FALSE
278,1   False,FALSE,FALSE,TRUE,FALSE
278,2   False,FALSE,TRUE,TRUE,TRUE
278,3   False,FALSE,FALSE,TRUE,TRUE
278,4   False,TRUE,FALSE,FALSE,TRUE
278,5    True,FALSE,FALSE,FALSE,FALSE
278,6    True,FALSE,FALSE,FALSE,FALSE
278,7   False,TRUE,TRUE,TRUE,TRUE
278,8   False,TRUE,FALSE,FALSE,FALSE
278,9   False,TRUE,TRUE,TRUE,FALSE
279,0   False,TRUE,FALSE,FALSE,FALSE
279,1   False,TRUE,FALSE,FALSE,FALSE
279,2   False,FALSE,TRUE,FALSE,FALSE
279,3   False,FALSE,TRUE,FALSE,FALSE
279,4   False,TRUE,FALSE,TRUE,TRUE
279,5   False,TRUE,TRUE,TRUE,FALSE
279,6    True,TRUE,TRUE,FALSE,TRUE
279,7   False,FALSE,FALSE,TRUE,FALSE
279,8   False,FALSE,FALSE,TRUE,FALSE
279,9    True,TRUE,FALSE,TRUE,TRUE
280,0   False,TRUE,FALSE,FALSE,FALSE
